,establecimiento,Provincia,Sector,Ámbito,Matricula__12_total,Matricula__13y14_total,matricula_5to_6to,bajo,medio,alto,NSE,%_bajo,%_medio,%_alto,total_censados,isocioa_puntaje,tasa_no_respuesta
534,579600590142579,Córdoba,Privado,Urbano,20.0,,20.0,0.0,16.0,4.0,medio,0.0,0.8,0.2,20.0,0.331713272862379,1.0
535,582120013773905,Córdoba,Privado,Urbano,38.0,,38.0,4.0,24.0,7.0,medio,0.11428571428571428,0.6857142857142857,0.2,35.0,0.037597915750150805,0.9210526315789473
536,586520012070965,Córdoba,Privado,Urbano,39.0,,39.0,3.0,26.0,8.0,medio,0.08108108108108109,0.7027027027027027,0.21621621621621623,37.0,0.25089409414628216,0.9487179487179487
537,586720010660525,Córdoba,Privado,Urbano,89.0,,89.0,1.0,32.0,9.0,medio,0.023809523809523808,0.7619047619047619,0.21428571428571427,42.0,0.28702877237116586,0.47191011235955055
538,587520095458458,Córdoba,Estatal,Urbano,69.0,43.0,112.0,7.0,43.0,6.0,medio,0.125,0.7678571428571429,0.10714285714285714,56.0,-0.10344253242579393,0.5
539,589050013884755,Córdoba,Privado,Urbano,26.0,,26.0,1.0,20.0,4.0,medio,0.04,0.8,0.16,25.0,-0.0028512975210048964,0.9615384615384616
540,592500110916059,Córdoba,Privado,Urbano,74.0,,74.0,6.0,54.0,4.0,medio,0.09375,0.84375,0.0625,64.0,-0.10461866085462022,0.8648648648648649
541,593960086917859,Córdoba,Estatal,Urbano,12.0,15.0,27.0,4.0,5.0,1.0,medio,0.4,0.5,0.1,10.0,-0.6300212532424466,0.37037037037037035
542,596001200596001,Córdoba,Estatal,Urbano,255.0,,255.0,,,,medio,0.1364636607638483,0.6365553378704201,0.22698100136573227,,0.6328526629960484,
543,596850096862259,Córdoba,Privado,Urbano,55.0,,55.0,0.0,26.0,26.0,medio,0.0,0.5,0.5,52.0,0.9070283751036262,0.9454545454545454
544,597700604193597,Córdoba,Estatal,Urbano,48.0,,48.0,7.0,32.0,7.0,medio,0.15217391304347827,0.6956521739130435,0.15217391304347827,46.0,-0.1698803273682959,0.9583333333333334
545,598500266247598,Córdoba,Privado,Urbano,82.0,,82.0,0.0,42.0,35.0,medio,0.0,0.5454545454545454,0.45454545454545453,77.0,0.7740010881148347,0.9390243902439024
546,598500266437598,Córdoba,Privado,Urbano,41.0,,41.0,0.0,7.0,34.0,alto,0.0,0.17073170731707318,0.8292682926829268,41.0,1.4836827947796312,1.0
547,598500266627598,Córdoba,Estatal,Urbano,93.0,,93.0,3.0,70.0,15.0,medio,0.03409090909090909,0.7954545454545454,0.17045454545454544,88.0,0.21149471367942008,0.946236559139785
548,602100378864602,Córdoba,Estatal,Urbano,49.0,32.0,81.0,4.0,33.0,8.0,medio,0.08888888888888889,0.7333333333333333,0.17777777777777778,45.0,0.03233329867601946,0.5555555555555556
549,602970014165256,Córdoba,Privado,Urbano,42.0,,42.0,2.0,24.0,11.0,medio,0.05405405405405406,0.6486486486486487,0.2972972972972973,37.0,0.49319158067758234,0.8809523809523809
550,604170088445760,Córdoba,Estatal,Urbano,47.0,46.0,93.0,6.0,30.0,8.0,medio,0.13636363636363635,0.6818181818181818,0.18181818181818182,44.0,0.0520904637798207,0.4731182795698925
551,606200098196060,Córdoba,Privado,Urbano,89.0,,89.0,1.0,43.0,36.0,medio,0.0125,0.5375,0.45,80.0,0.7406391182069376,0.898876404494382
552,608000112000060,Córdoba,Privado,Urbano,39.0,,39.0,1.0,23.0,9.0,medio,0.030303030303030304,0.696969696969697,0.2727272727272727,33.0,0.3251312570223078,0.8461538461538461
553,608000112400060,Córdoba,Estatal,Urbano,27.0,16.0,43.0,3.0,17.0,3.0,medio,0.13043478260869565,0.7391304347826086,0.13043478260869565,23.0,0.0026891514541534404,0.5348837209302325
554,616500210510616,Córdoba,Estatal,Urbano,39.0,4.0,43.0,8.0,20.0,4.0,medio,0.25,0.625,0.125,32.0,-0.2271882025863827,0.7441860465116279
555,617400012623406,Córdoba,Estatal,Urbano,52.0,,52.0,19.0,26.0,1.0,medio,0.41304347826086957,0.5652173913043478,0.021739130434782608,46.0,-0.6514359113487673,0.8846153846153846
556,621003782706210,Córdoba,Privado,Urbano,68.0,,68.0,0.0,43.0,20.0,medio,0.0,0.6825396825396826,0.31746031746031744,63.0,0.6334836466989573,0.9264705882352942
557,621003785406210,Córdoba,Privado,Urbano,27.0,,27.0,2.0,18.0,5.0,medio,0.08,0.72,0.2,25.0,0.3005722810605082,0.9259259259259259
558,621003788106210,Córdoba,Privado,Urbano,37.0,,37.0,0.0,6.0,29.0,alto,0.0,0.17142857142857143,0.8285714285714286,35.0,1.4111416264366234,0.9459459459459459
559,623700113805062,Córdoba,Estatal,Urbano,21.0,12.0,33.0,2.0,12.0,1.0,medio,0.13333333333333333,0.8,0.06666666666666667,15.0,-0.2010726544783602,0.45454545454545453
560,624960010100166,Córdoba,Privado,Urbano,16.0,,16.0,0.0,8.0,7.0,medio,0.0,0.5333333333333333,0.4666666666666667,15.0,0.7895409942033559,0.9375
561,625170012745466,Córdoba,Privado,Urbano,20.0,,20.0,0.0,9.0,9.0,medio,0.0,0.5,0.5,18.0,0.8789435289834134,0.9
562,629370011361876,Córdoba,Privado,Urbano,11.0,,11.0,0.0,1.0,9.0,alto,0.0,0.1,0.9,10.0,1.582720923943865,0.9090909090909091
563,632000280460632,Córdoba,Privado,Urbano,48.0,,48.0,0.0,6.0,39.0,alto,0.0,0.13333333333333333,0.8666666666666667,45.0,1.4908420901603308,0.9375
564,632960012903926,Córdoba,Estatal,Urbano,92.0,11.0,103.0,11.0,51.0,2.0,medio,0.171875,0.796875,0.03125,64.0,-0.3734161087860515,0.6213592233009708
565,634500632295634,Córdoba,Estatal,Urbano,38.0,23.0,61.0,0.0,13.0,7.0,medio,0.0,0.65,0.35,20.0,0.6876390785088725,0.32786885245901637
566,637960011493946,Córdoba,Privado,Urbano,62.0,,62.0,1.0,37.0,20.0,medio,0.017241379310344827,0.6379310344827587,0.3448275862068966,58.0,0.6574156860386574,0.9354838709677419
567,639600115046063,Córdoba,Estatal,Urbano,79.0,,79.0,4.0,53.0,4.0,medio,0.06557377049180328,0.8688524590163934,0.06557377049180328,61.0,-0.11108792302120007,0.7721518987341772
568,640770013044186,Córdoba,Estatal,Urbano,25.0,,25.0,1.0,10.0,5.0,medio,0.0625,0.625,0.3125,16.0,0.24690569789810493,0.64
569,643800010380726,Córdoba,Estatal,Urbano,55.0,,55.0,10.0,37.0,2.0,medio,0.20408163265306123,0.7551020408163265,0.04081632653061224,49.0,-0.4092002104996829,0.8909090909090909
570,645210093994364,Córdoba,Estatal,Urbano,144.0,106.0,250.0,10.0,74.0,23.0,medio,0.09345794392523364,0.6915887850467289,0.21495327102803738,107.0,0.17637234028531068,0.428
571,653250010528506,Córdoba,Privado,Urbano,78.0,,78.0,1.0,47.0,17.0,medio,0.015384615384615385,0.7230769230769231,0.26153846153846155,65.0,0.5594107803286811,0.8333333333333334
572,655200011791086,Córdoba,Estatal,Urbano,74.0,73.0,147.0,9.0,50.0,9.0,medio,0.1323529411764706,0.7352941176470589,0.1323529411764706,68.0,-0.006846882366497005,0.46258503401360546
573,655520095397265,Córdoba,Estatal,Urbano,135.0,,135.0,3.0,74.0,23.0,medio,0.03,0.74,0.23,100.0,0.22300356498108587,0.7407407407407407
574,655700116200065,Córdoba,Privado,Urbano,71.0,,71.0,2.0,49.0,17.0,medio,0.029411764705882353,0.7205882352941176,0.25,68.0,0.4841436878107944,0.9577464788732394
575,655700116615065,Córdoba,Estatal,Urbano,10.0,,10.0,2.0,5.0,1.0,medio,0.25,0.625,0.125,8.0,-0.4272952415272625,0.8
576,659200224864659,Córdoba,Privado,Urbano,100.0,,100.0,3.0,67.0,24.0,medio,0.031914893617021274,0.7127659574468085,0.2553191489361702,94.0,0.3933468718279071,0.94
577,665700294483665,Córdoba,Privado,Urbano,62.0,,62.0,0.0,26.0,31.0,alto,0.0,0.45614035087719296,0.543859649122807,57.0,0.9665883891266307,0.9193548387096774
578,665700294693665,Córdoba,Estatal,Urbano,74.0,63.0,137.0,5.0,43.0,2.0,medio,0.1,0.86,0.04,50.0,-0.2558223155964572,0.36496350364963503
579,665850096800166,Córdoba,Estatal,Urbano,109.0,,109.0,13.0,73.0,11.0,medio,0.13402061855670103,0.7525773195876289,0.1134020618556701,97.0,-0.09448967931977631,0.8899082568807339
580,672003928406720,Córdoba,Estatal,Urbano,68.0,41.0,109.0,12.0,41.0,5.0,medio,0.20689655172413793,0.7068965517241379,0.08620689655172414,58.0,-0.21334541835358956,0.5321100917431193
581,672210010809266,Córdoba,Estatal,Urbano,13.0,,13.0,0.0,11.0,2.0,medio,0.0,0.8461538461538461,0.15384615384615385,13.0,0.028038962897768596,1.0
582,672520012080426,Córdoba,Estatal,Urbano,65.0,,65.0,8.0,37.0,2.0,medio,0.1702127659574468,0.7872340425531915,0.0425531914893617,47.0,-0.35061075200942166,0.7230769230769231
583,672843928406728,Córdoba,Estatal,Urbano,24.0,24.0,48.0,3.0,16.0,2.0,medio,0.14285714285714285,0.7619047619047619,0.09523809523809523,21.0,0.00542860310356513,0.4375
584,676200098063067,Córdoba,Privado,Urbano,25.0,,25.0,3.0,16.0,6.0,medio,0.12,0.64,0.24,25.0,0.08516432188225301,1.0
585,678000420360678,Córdoba,Estatal,Urbano,14.0,16.0,30.0,3.0,9.0,0.0,medio,0.25,0.75,0.0,12.0,-0.385203970289725,0.4
586,678000420660678,Córdoba,Privado,Urbano,33.0,,33.0,6.0,24.0,1.0,medio,0.1935483870967742,0.7741935483870968,0.03225806451612903,31.0,-0.4980526721838448,0.9393939393939394
587,680120013735686,Córdoba,Privado,Urbano,13.0,12.0,25.0,1.0,3.0,5.0,alto,0.1111111111111111,0.3333333333333333,0.5555555555555556,9.0,0.3556857085462626,0.36
588,681210012194796,Córdoba,Estatal,Urbano,82.0,,82.0,4.0,54.0,9.0,medio,0.05970149253731343,0.8059701492537313,0.13432835820895522,67.0,0.04715383813333833,0.8170731707317073
589,681210012220896,Córdoba,Estatal,Urbano,17.0,14.0,31.0,3.0,9.0,0.0,medio,0.25,0.75,0.0,12.0,-0.691711480387618,0.3870967741935484
590,681720010949646,Córdoba,Estatal,Urbano,16.0,21.0,37.0,1.0,15.0,0.0,medio,0.0625,0.9375,0.0,16.0,-0.2336317633499797,0.43243243243243246
591,686570099676968,Córdoba,Estatal,Urbano,57.0,,57.0,5.0,40.0,7.0,medio,0.09615384615384616,0.7692307692307693,0.1346153846153846,52.0,-0.04682654023068171,0.9122807017543859
592,688500119425068,Córdoba,Estatal,Urbano,6.0,7.0,13.0,3.0,2.0,1.0,bajo,0.5,0.3333333333333333,0.16666666666666666,6.0,-0.582298132878959,0.46153846153846156
593,691200673488691,Córdoba,Estatal,Urbano,18.0,25.0,43.0,2.0,12.0,1.0,medio,0.13333333333333333,0.8,0.06666666666666667,15.0,-0.2186680545369379,0.3488372093023256
594,691200674448691,Córdoba,Privado,Urbano,61.0,,61.0,0.0,13.0,44.0,alto,0.0,0.22807017543859648,0.7719298245614035,57.0,1.275071054887387,0.9344262295081968
595,691250011090026,Córdoba,Privado,Urbano,40.0,,40.0,3.0,25.0,12.0,medio,0.075,0.625,0.3,40.0,0.39508004340560354,1.0
596,696960010108086,Córdoba,Privado,Urbano,29.0,,29.0,0.0,17.0,11.0,medio,0.0,0.6071428571428571,0.39285714285714285,28.0,0.8180992543194233,0.9655172413793104
597,699600308726699,Córdoba,Estatal,Urbano,140.0,,140.0,5.0,59.0,15.0,medio,0.06329113924050633,0.7468354430379747,0.189873417721519,79.0,0.22451951922948626,0.5642857142857143
598,699600308946699,Córdoba,Estatal,Urbano,35.0,,35.0,14.0,13.0,3.0,bajo,0.4666666666666667,0.43333333333333335,0.1,30.0,-0.7851610874524682,0.8571428571428571
599,700800011214407,Córdoba,Estatal,Urbano,23.0,,23.0,9.0,14.0,0.0,medio,0.391304347826087,0.6086956521739131,0.0,23.0,-0.649286479005883,1.0
600,701202020007012,Córdoba,Privado,Urbano,55.0,75.0,130.0,2.0,38.0,11.0,medio,0.0392156862745098,0.7450980392156863,0.21568627450980393,51.0,0.3669113100936337,0.3923076923076923
601,701252520007012,Córdoba,Estatal,Urbano,35.0,,35.0,3.0,20.0,3.0,medio,0.11538461538461539,0.7692307692307693,0.11538461538461539,26.0,-0.061253809238762925,0.7428571428571429
602,701404020007014,Córdoba,Privado,Urbano,44.0,,44.0,1.0,32.0,6.0,medio,0.02564102564102564,0.8205128205128205,0.15384615384615385,39.0,0.22940288651390547,0.8863636363636364
603,701651520007016,Córdoba,Privado,Urbano,22.0,,22.0,5.0,16.0,1.0,medio,0.22727272727272727,0.7272727272727273,0.045454545454545456,22.0,-0.2594848994200905,1.0
604,703970014156167,Córdoba,Privado,Urbano,70.0,,70.0,0.0,25.0,32.0,alto,0.0,0.43859649122807015,0.5614035087719298,57.0,0.971078900219497,0.8142857142857143
605,705200120830070,Córdoba,Estatal,Urbano,35.0,,35.0,6.0,20.0,0.0,medio,0.23076923076923078,0.7692307692307693,0.0,26.0,-0.45962539378782147,0.7428571428571429
606,707370010248477,Córdoba,Estatal,Urbano,101.0,,101.0,17.0,56.0,4.0,medio,0.22077922077922077,0.7272727272727273,0.05194805194805195,77.0,-0.3086658480426794,0.7623762376237624
607,710370011354587,Córdoba,Estatal,Urbano,63.0,13.0,76.0,8.0,40.0,13.0,medio,0.13114754098360656,0.6557377049180327,0.21311475409836064,61.0,0.0929305098018779,0.8026315789473685
608,710500688009710,Córdoba,Privado,Urbano,19.0,,19.0,1.0,13.0,3.0,medio,0.058823529411764705,0.7647058823529411,0.17647058823529413,17.0,0.1532823977599147,0.8947368421052632
609,711960014306527,Córdoba,Estatal,Urbano,11.0,,11.0,2.0,8.0,0.0,medio,0.2,0.8,0.0,10.0,-0.5219887691117658,0.9090909090909091
610,716170012764577,Córdoba,Privado,Urbano,33.0,,33.0,2.0,11.0,13.0,alto,0.07692307692307693,0.4230769230769231,0.5,26.0,0.6489497738546183,0.7878787878787878
611,716170012782777,Córdoba,Estatal,Urbano,37.0,,37.0,13.0,17.0,0.0,medio,0.43333333333333335,0.5666666666666667,0.0,30.0,-0.8514578330014504,0.8108108108108109
612,722100122235072,Córdoba,Estatal,Urbano,25.0,22.0,47.0,4.0,14.0,1.0,medio,0.21052631578947367,0.7368421052631579,0.05263157894736842,19.0,-0.6160660806945079,0.40425531914893614
613,724960012904847,Córdoba,Estatal,Urbano,126.0,,126.0,8.0,79.0,26.0,medio,0.07079646017699115,0.6991150442477876,0.23008849557522124,113.0,0.3103758677586147,0.8968253968253969
614,724960012923247,Córdoba,Estatal,Urbano,5.0,8.0,13.0,1.0,4.0,0.0,medio,0.2,0.8,0.0,5.0,-0.440192153999578,0.38461538461538464
615,725004060007250,Córdoba,Privado,Urbano,37.0,,37.0,1.0,23.0,9.0,medio,0.030303030303030304,0.696969696969697,0.2727272727272727,33.0,0.2828356037958786,0.8918918918918919
616,725004068707250,Córdoba,Estatal,Urbano,52.0,42.0,94.0,4.0,38.0,5.0,medio,0.0851063829787234,0.8085106382978723,0.10638297872340426,47.0,-0.0619671665526349,0.5
617,728250010521757,Córdoba,Privado,Urbano,58.0,,58.0,0.0,13.0,28.0,alto,0.0,0.3170731707317073,0.6829268292682927,41.0,1.1443802618095282,0.7068965517241379
618,729600449024729,Córdoba,Privado,Urbano,90.0,,90.0,1.0,45.0,29.0,medio,0.013333333333333334,0.6,0.38666666666666666,75.0,0.7109101185549581,0.8333333333333334
619,730000702050730,Córdoba,Privado,Urbano,23.0,,23.0,0.0,17.0,6.0,medio,0.0,0.7391304347826086,0.2608695652173913,23.0,0.2990607367005954,1.0
620,730000702550730,Córdoba,Privado,Urbano,19.0,,19.0,0.0,8.0,11.0,alto,0.0,0.42105263157894735,0.5789473684210527,19.0,1.1425637385459781,1.0
621,733700322759733,Córdoba,Estatal,Urbano,58.0,28.0,86.0,8.0,30.0,2.0,medio,0.2,0.75,0.05,40.0,-0.31578779017874503,0.46511627906976744
622,733770013026517,Córdoba,Estatal,Urbano,78.0,,78.0,6.0,29.0,4.0,medio,0.15384615384615385,0.7435897435897436,0.10256410256410256,39.0,-0.20206705658482266,0.5
623,738720010662047,Córdoba,Privado,Urbano,46.0,,46.0,1.0,28.0,11.0,medio,0.025,0.7,0.275,40.0,0.4459329341270754,0.8695652173913043
624,739200011800327,Córdoba,Privado,Urbano,106.0,,106.0,1.0,42.0,45.0,alto,0.011363636363636364,0.4772727272727273,0.5113636363636364,88.0,0.884534235567541,0.8301886792452831
625,742600013185387,Córdoba,Privado,Urbano,54.0,14.0,68.0,7.0,36.0,5.0,medio,0.14583333333333334,0.75,0.10416666666666667,48.0,-0.11297333563721197,0.7058823529411765
626,742600013194787,Córdoba,Privado,Urbano,42.0,,42.0,3.0,34.0,3.0,medio,0.075,0.85,0.075,40.0,-0.08752045581984132,0.9523809523809523
627,742600013204187,Córdoba,Estatal,Urbano,20.0,,20.0,4.0,10.0,2.0,medio,0.25,0.625,0.125,16.0,-0.3168607975007971,0.8
628,745200252072745,Córdoba,Privado,Urbano,29.0,14.0,43.0,3.0,21.0,4.0,medio,0.10714285714285714,0.75,0.14285714285714285,28.0,0.07487689712516928,0.6511627906976745
629,745200252432745,Córdoba,Privado,Urbano,46.0,,46.0,0.0,11.0,27.0,alto,0.0,0.2894736842105263,0.7105263157894737,38.0,1.1763363911622695,0.8260869565217391
630,749700715581749,Córdoba,Privado,Urbano,19.0,,19.0,1.0,11.0,6.0,medio,0.05555555555555555,0.6111111111111112,0.3333333333333333,18.0,0.3234429942022308,0.9473684210526315
631,749700716091749,Córdoba,Privado,Urbano,64.0,,64.0,2.0,46.0,9.0,medio,0.03508771929824561,0.8070175438596491,0.15789473684210525,57.0,0.08036546428528102,0.890625
632,751450013325657,Córdoba,Privado,Urbano,24.0,,24.0,1.0,13.0,5.0,medio,0.05263157894736842,0.6842105263157895,0.2631578947368421,19.0,0.28502157634945186,0.7916666666666666
633,755700462066755,Córdoba,Privado,Urbano,36.0,,36.0,1.0,19.0,12.0,medio,0.03125,0.59375,0.375,32.0,0.7531745270152551,0.8888888888888888
634,756500124956075,Córdoba,Estatal,Urbano,43.0,,43.0,1.0,13.0,2.0,medio,0.0625,0.8125,0.125,16.0,-0.09253162187680206,0.37209302325581395
635,758520012055487,Córdoba,Privado,Urbano,95.0,,95.0,0.0,29.0,61.0,alto,0.0,0.32222222222222224,0.6777777777777778,90.0,1.1239636673555233,0.9473684210526315
636,759720010942627,Córdoba,Privado,Urbano,37.0,,37.0,0.0,15.0,21.0,alto,0.0,0.4166666666666667,0.5833333333333334,36.0,1.1306630939626898,0.972972972972973
637,766500210525766,Córdoba,Estatal,Urbano,32.0,,32.0,3.0,25.0,2.0,medio,0.1,0.8333333333333334,0.06666666666666667,30.0,-0.07382791590531126,0.9375
638,766500210675766,Córdoba,Estatal,Urbano,73.0,,73.0,18.0,29.0,4.0,medio,0.35294117647058826,0.5686274509803921,0.0784313725490196,51.0,-0.5451364835097299,0.6986301369863014
639,768000337272768,Córdoba,Privado,Urbano,62.0,,62.0,0.0,17.0,33.0,alto,0.0,0.34,0.66,50.0,1.1668701309041212,0.8064516129032258
640,768210012204367,Córdoba,Estatal,Urbano,68.0,,68.0,6.0,44.0,13.0,medio,0.09523809523809523,0.6984126984126984,0.20634920634920634,63.0,0.1871385527465306,0.9264705882352942
641,769600729612769,Córdoba,Privado,Urbano,20.0,,20.0,1.0,12.0,5.0,medio,0.05555555555555555,0.6666666666666666,0.2777777777777778,18.0,0.3372045260087714,0.9
642,777920012344647,Córdoba,Privado,Urbano,36.0,,36.0,0.0,23.0,9.0,medio,0.0,0.71875,0.28125,32.0,0.6697742644287833,0.8888888888888888
643,778120013756267,Córdoba,Privado,Urbano,36.0,,36.0,3.0,21.0,11.0,medio,0.08571428571428572,0.6,0.3142857142857143,35.0,0.29504886033371874,0.9722222222222222
644,780004209007800,Córdoba,Estatal,Urbano,73.0,87.0,160.0,2.0,48.0,15.0,medio,0.03076923076923077,0.7384615384615385,0.23076923076923078,65.0,0.4081107079121206,0.40625
645,780800011207207,Córdoba,Estatal,Urbano,50.0,23.0,73.0,7.0,37.0,4.0,medio,0.14583333333333334,0.7708333333333334,0.08333333333333333,48.0,-0.1548828372534157,0.6575342465753424
646,787050013896637,Córdoba,Estatal,Urbano,38.0,29.0,67.0,11.0,21.0,1.0,medio,0.3333333333333333,0.6363636363636364,0.030303030303030304,33.0,-0.5862268789166629,0.4925373134328358
647,787069813896637,Córdoba,Estatal,Urbano,8.0,6.0,14.0,5.0,3.0,0.0,bajo,0.625,0.375,0.0,8.0,-1.293813663516192,0.5714285714285714
648,788500266646788,Córdoba,Privado,Urbano,77.0,,77.0,1.0,47.0,22.0,medio,0.014285714285714285,0.6714285714285714,0.3142857142857143,70.0,0.6772293023676393,0.9090909090909091
649,791370011347297,Córdoba,Privado,Urbano,24.0,,24.0,0.0,11.0,12.0,alto,0.0,0.4782608695652174,0.5217391304347826,23.0,0.8098864924964666,0.9583333333333334
650,791370011363497,Córdoba,Estatal,Urbano,35.0,10.0,45.0,8.0,14.0,7.0,medio,0.27586206896551724,0.4827586206896552,0.2413793103448276,29.0,-0.08582601170517154,0.6444444444444445
651,797400012625207,Córdoba,Estatal,Urbano,118.0,,118.0,19.0,59.0,11.0,medio,0.21348314606741572,0.6629213483146067,0.12359550561797752,89.0,-0.3317985404240435,0.7542372881355932
652,801960011495588,Córdoba,Privado,Urbano,115.0,35.0,150.0,3.0,72.0,23.0,medio,0.030612244897959183,0.7346938775510204,0.23469387755102042,98.0,0.3945981972438158,0.6533333333333333
653,801960011511988,Córdoba,Privado,Urbano,34.0,,34.0,0.0,10.0,22.0,alto,0.0,0.3125,0.6875,32.0,1.136421013775633,0.9411764705882353
654,808500490770808,Córdoba,Estatal,Urbano,56.0,,56.0,18.0,27.0,1.0,medio,0.391304347826087,0.5869565217391305,0.021739130434782608,46.0,-0.8240730678209781,0.8214285714285714
655,808500491120808,Córdoba,Estatal,Urbano,18.0,14.0,32.0,3.0,11.0,3.0,medio,0.17647058823529413,0.6470588235294118,0.17647058823529413,17.0,-0.2017161830447019,0.53125
656,808605490770808,Córdoba,Estatal,Urbano,5.0,,5.0,2.0,3.0,0.0,medio,0.4,0.6,0.0,5.0,-0.432307425902564,1.0
657,809600129260080,Córdoba,Estatal,Urbano,47.0,,47.0,13.0,15.0,2.0,medio,0.43333333333333335,0.5,0.06666666666666667,30.0,-0.6856425473598998,0.6382978723404256
658,813960014307548,Córdoba,Privado,Urbano,35.0,,35.0,1.0,26.0,6.0,medio,0.030303030303030304,0.7878787878787878,0.18181818181818182,33.0,0.22833456823651396,0.9428571428571428
659,819200224400819,Córdoba,Estatal,Urbano,88.0,,88.0,19.0,51.0,3.0,medio,0.2602739726027397,0.6986301369863014,0.0410958904109589,73.0,-0.41921335988878755,0.8295454545454546
660,819200224720819,Córdoba,Estatal,Urbano,32.0,,32.0,6.0,21.0,2.0,medio,0.20689655172413793,0.7241379310344828,0.06896551724137931,29.0,-0.4255860590455607,0.90625
661,819216224720819,Córdoba,Estatal,Urbano,4.0,,4.0,2.0,1.0,0.0,bajo,0.6666666666666666,0.3333333333333333,0.0,3.0,-1.0430888189935417,0.75
662,830500772255830,Córdoba,Estatal,Urbano,41.0,25.0,66.0,2.0,26.0,9.0,medio,0.05405405405405406,0.7027027027027027,0.24324324324324326,37.0,0.415125249430165,0.5606060606060606
663,832000280480832,Córdoba,Privado,Urbano,34.0,,34.0,0.0,4.0,29.0,alto,0.0,0.12121212121212122,0.8787878787878788,33.0,1.4400927252826339,0.9705882352941176
664,832000280880832,Córdoba,Privado,Urbano,52.0,,52.0,5.0,32.0,4.0,medio,0.12195121951219512,0.7804878048780488,0.0975609756097561,41.0,-0.022791303522285866,0.7884615384615384
665,835200504072835,Córdoba,Privado,Urbano,54.0,,54.0,0.0,27.0,19.0,medio,0.0,0.5869565217391305,0.41304347826086957,46.0,0.8216961307453521,0.8518518518518519
666,835200505152835,Córdoba,Estatal,Urbano,44.0,18.0,62.0,3.0,30.0,4.0,medio,0.08108108108108109,0.8108108108108109,0.10810810810810811,37.0,0.2104681495505902,0.5967741935483871
667,836600013176928,Córdoba,Estatal,Urbano,68.0,15.0,83.0,15.0,22.0,10.0,medio,0.3191489361702128,0.46808510638297873,0.2127659574468085,47.0,-0.20190454742447506,0.5662650602409639
668,837004349308370,Córdoba,Privado,Urbano,62.0,,62.0,5.0,41.0,12.0,medio,0.08620689655172414,0.7068965517241379,0.20689655172413793,58.0,0.20550875886886827,0.9354838709677419
669,837004355508370,Córdoba,Privado,Urbano,54.0,40.0,94.0,3.0,27.0,11.0,medio,0.07317073170731707,0.6585365853658537,0.2682926829268293,41.0,0.33084402322568457,0.43617021276595747
670,837200364858837,Córdoba,Privado,Urbano,48.0,,48.0,1.0,27.0,17.0,medio,0.022222222222222223,0.6,0.37777777777777777,45.0,0.678887363094577,0.9375
671,841381830008413,Córdoba,Estatal,Urbano,31.0,31.0,62.0,6.0,24.0,0.0,medio,0.2,0.8,0.0,30.0,-0.5404400747701358,0.4838709677419355
672,841503030008415,Córdoba,Estatal,Urbano,43.0,26.0,69.0,5.0,22.0,2.0,medio,0.1724137931034483,0.7586206896551724,0.06896551724137931,29.0,-0.20673543585983684,0.42028985507246375
673,841563630008415,Córdoba,Privado,Urbano,40.0,19.0,59.0,0.0,25.0,13.0,medio,0.0,0.6578947368421053,0.34210526315789475,38.0,0.6843407945963039,0.6440677966101694
674,841624230008416,Córdoba,Privado,Urbano,44.0,,44.0,1.0,25.0,17.0,medio,0.023255813953488372,0.5813953488372093,0.3953488372093023,43.0,0.5941922275205187,0.9772727272727273
675,842403000842403,Córdoba,Privado,Urbano,38.0,44.0,82.0,1.0,31.0,5.0,medio,0.02702702702702703,0.8378378378378378,0.13513513513513514,37.0,0.1386235185092443,0.45121951219512196
676,843363630008433,Córdoba,Estatal,Urbano,20.0,6.0,26.0,5.0,12.0,0.0,medio,0.29411764705882354,0.7058823529411765,0.0,17.0,-0.7506931016856537,0.6538461538461539
677,846000131600084,Córdoba,Privado,Urbano,27.0,,27.0,4.0,18.0,1.0,medio,0.17391304347826086,0.782608695652174,0.043478260869565216,23.0,-0.024861684565761964,0.8518518518518519
678,846000132070084,Córdoba,Estatal,Urbano,29.0,28.0,57.0,5.0,22.0,2.0,medio,0.1724137931034483,0.7586206896551724,0.06896551724137931,29.0,-0.40415764666596676,0.5087719298245614
679,846450013326608,Córdoba,Estatal,Urbano,45.0,,45.0,1.0,11.0,20.0,alto,0.03125,0.34375,0.625,32.0,1.0116434607187275,0.7111111111111111
680,855210012205238,Córdoba,Privado,Urbano,67.0,,67.0,0.0,4.0,57.0,alto,0.0,0.06557377049180328,0.9344262295081968,61.0,1.47735769420308,0.9104477611940298
681,862100518814862,Córdoba,Estatal,Urbano,70.0,,70.0,13.0,39.0,5.0,medio,0.22807017543859648,0.6842105263157895,0.08771929824561403,57.0,-0.3956295882081485,0.8142857142857143
682,864500133285086,Córdoba,Estatal,Urbano,44.0,33.0,77.0,4.0,30.0,5.0,medio,0.10256410256410256,0.7692307692307693,0.1282051282051282,39.0,0.11238651261407565,0.5064935064935064
683,864500133475086,Córdoba,Privado,Urbano,35.0,,35.0,1.0,22.0,10.0,medio,0.030303030303030304,0.6666666666666666,0.30303030303030304,33.0,0.5092814181298969,0.9428571428571428
684,865920012345528,Córdoba,Privado,Urbano,193.0,,193.0,0.0,34.0,132.0,alto,0.0,0.20481927710843373,0.7951807228915663,166.0,1.3205266624548675,0.8601036269430051
